opportunity_id,trial_id,product,region,stage,won,acv_usd
O01419,T14932,DPM,NAM,Closed Lost,0,
O01420,T14960,DPA,NAM,Closed Lost,0,
O01421,T14966,SQL Sentry,APAC,Negotiation,0,20300.0
O01422,T14973,DPM,NAM,Negotiation,0,12900.0
O01423,T14993,SQL Sentry,EMEA,Proposal,0,16100.0
O01424,T14997,SQL Sentry,NAM,Closed Lost,0,
O01425,T15000,DPA,LATAM,Closed Lost,0,
O01426,T15019,SQL Sentry,EMEA,Closed Lost,0,
O01427,T15033,DPA,APAC,Proposal,0,10300.0
O01428,T15035,SQL Sentry,LATAM,Proposal,0,21300.0
O01429,T15042,DPA,APAC,Proposal,0,15300.0
O01430,T15061,DPM,LATAM,Closed Won,1,7500.0
O01431,T15062,DPM,EMEA,Proposal,0,9700.0
O01432,T15064,DPM,NAM,Discovery,0,11600.0
O01433,T15096,DPA,LATAM,Negotiation,0,5400.0
O01434,T15097,DPM,NAM,Discovery,0,2100.0
O01435,T15120,DPM,EMEA,Closed Lost,0,
O01436,T15123,DPM,NAM,Discovery,0,13100.0
O01437,T15124,DPM,NAM,Technical Evaluation,0,20800.0
O01438,T15139,DPM,EMEA,Closed Lost,0,
O01439,T15153,DPA,APAC,Negotiation,0,13500.0
O01440,T15161,DPA,NAM,Technical Evaluation,0,33700.0
O01441,T15171,DPA,EMEA,Closed Won,1,2800.0
O01442,T15174,DPA,EMEA,Technical Evaluation,0,7000.0
O01443,T15186,DPA,EMEA,Closed Lost,0,
O01444,T15187,DPM,APAC,Technical Evaluation,0,21000.0
O01445,T15189,SQL Sentry,NAM,Negotiation,0,10700.0
O01446,T15192,DPA,EMEA,Technical Evaluation,0,9600.0
O01447,T15200,DPA,LATAM,Closed Lost,0,
O01448,T15223,DPA,EMEA,Proposal,0,15400.0
O01449,T15227,DPA,LATAM,Closed Lost,0,
O01450,T15253,DPM,NAM,Technical Evaluation,0,19000.0
O01451,T15262,DPM,NAM,Closed Lost,0,
O01452,T15277,DPM,NAM,Proposal,0,13500.0
O01453,T15280,DPA,NAM,Discovery,0,13700.0
O01454,T15297,DPM,APAC,Technical Evaluation,0,2700.0
O01455,T15313,DPA,APAC,Closed Lost,0,
O01456,T15328,DPA,NAM,Discovery,0,26000.0
O01457,T15334,DPM,NAM,Discovery,0,9000.0
O01458,T15347,SQL Sentry,EMEA,Technical Evaluation,0,3500.0
O01459,T15363,DPM,NAM,Discovery,0,6600.0
O01460,T15368,DPA,NAM,Closed Lost,0,
O01461,T15371,DPM,NAM,Closed Lost,0,
O01462,T15380,DPA,LATAM,Closed Lost,0,
O01463,T15386,DPA,EMEA,Discovery,0,23200.0
O01464,T15411,SQL Sentry,EMEA,Discovery,0,31400.0
O01465,T15429,DPM,NAM,Closed Lost,0,
O01466,T15433,SQL Sentry,LATAM,Closed Lost,0,
O01467,T15434,SQL Sentry,EMEA,Discovery,0,10200.0
O01468,T15448,SQL Sentry,NAM,Negotiation,0,4700.0
O01469,T15457,DPA,EMEA,Proposal,0,5200.0
O01470,T15461,DPM,EMEA,Discovery,0,16500.0
O01471,T15463,DPM,APAC,Negotiation,0,43700.0
O01472,T15464,SQL Sentry,NAM,Closed Lost,0,
O01473,T15477,SQL Sentry,NAM,Technical Evaluation,0,6000.0
O01474,T15510,SQL Sentry,NAM,Closed Lost,0,
O01475,T15513,DPM,EMEA,Closed Lost,0,
O01476,T15520,DPA,NAM,Negotiation,0,11500.0
O01477,T15528,SQL Sentry,EMEA,Closed Lost,0,
O01478,T15539,SQL Sentry,NAM,Closed Won,1,8100.0
O01479,T15548,DPA,NAM,Closed Lost,0,
O01480,T15549,DPA,NAM,Discovery,0,3600.0
O01481,T15588,DPA,NAM,Closed Lost,0,
O01482,T15590,SQL Sentry,NAM,Closed Lost,0,
O01483,T15594,DPM,EMEA,Negotiation,0,35100.0
O01484,T15617,DPA,EMEA,Proposal,0,29600.0
O01485,T15643,DPA,EMEA,Negotiation,0,36100.0
O01486,T15653,SQL Sentry,NAM,Discovery,0,45200.0
O01487,T15655,DPA,NAM,Closed Lost,0,
O01488,T15658,DPA,EMEA,Proposal,0,15300.0
O01489,T15694,DPA,EMEA,Closed Lost,0,
O01490,T15696,DPA,NAM,Closed Lost,0,
O01491,T15714,DPA,EMEA,Proposal,0,25700.0
O01492,T15716,DPM,LATAM,Negotiation,0,3500.0
O01493,T15720,SQL Sentry,EMEA,Closed Lost,0,
O01494,T15737,DPM,EMEA,Technical Evaluation,0,33400.0
O01495,T15753,SQL Sentry,LATAM,Technical Evaluation,0,15700.0
O01496,T15756,DPA,APAC,Technical Evaluation,0,9400.0
O01497,T15771,DPM,EMEA,Negotiation,0,35400.0
O01498,T15790,SQL Sentry,EMEA,Proposal,0,13200.0
O01499,T15799,SQL Sentry,NAM,Closed Lost,0,
O01500,T15801,DPM,NAM,Negotiation,0,6800.0
O01501,T15821,DPA,NAM,Proposal,0,2600.0
O01502,T15822,SQL Sentry,APAC,Proposal,0,5500.0
O01503,T15825,SQL Sentry,NAM,Negotiation,0,20200.0
O01504,T15832,SQL Sentry,EMEA,Negotiation,0,51600.0
O01505,T15839,SQL Sentry,APAC,Closed Won,1,16300.0
O01506,T15847,DPA,EMEA,Closed Lost,0,
O01507,T15848,DPA,EMEA,Closed Lost,0,
O01508,T15850,DPM,NAM,Negotiation,0,9900.0
O01509,T15853,DPA,NAM,Negotiation,0,26500.0
O01510,T15859,SQL Sentry,NAM,Closed Won,1,18400.0
O01511,T15872,DPA,APAC,Discovery,0,23000.0
O01512,T15874,DPM,EMEA,Closed Lost,0,
O01513,T15875,SQL Sentry,APAC,Technical Evaluation,0,38500.0
O01514,T15879,DPM,NAM,Closed Lost,0,
O01515,T15890,DPA,APAC,Proposal,0,11900.0
O01516,T15891,SQL Sentry,EMEA,Technical Evaluation,0,8200.0
O01517,T15892,SQL Sentry,EMEA,Negotiation,0,5500.0
O01518,T15900,SQL Sentry,APAC,Negotiation,0,18100.0
O01519,T15919,SQL Sentry,EMEA,Closed Lost,0,
O01520,T15929,DPA,NAM,Proposal,0,9500.0
O01521,T15939,DPA,EMEA,Negotiation,0,25400.0
O01522,T15944,DPA,NAM,Closed Lost,0,
O01523,T15947,SQL Sentry,NAM,Discovery,0,63000.0
O01524,T15957,DPM,NAM,Closed Lost,0,
O01525,T15965,DPA,LATAM,Discovery,0,8200.0
O01526,T15974,DPM,NAM,Proposal,0,9800.0
O01527,T15980,DPA,NAM,Discovery,0,18400.0
O01528,T15985,SQL Sentry,LATAM,Closed Lost,0,
O01529,T15993,SQL Sentry,EMEA,Proposal,0,21600.0
O01530,T16007,DPA,NAM,Closed Lost,0,
O01531,T16030,DPM,EMEA,Closed Lost,0,
O01532,T16039,DPM,EMEA,Proposal,0,42800.0
O01533,T16044,DPM,APAC,Technical Evaluation,0,3900.0
O01534,T16051,DPM,NAM,Negotiation,0,2400.0
O01535,T16068,DPA,EMEA,Technical Evaluation,0,7500.0
O01536,T16071,DPA,NAM,Closed Lost,0,
O01537,T16079,DPA,EMEA,Closed Lost,0,
O01538,T16082,DPA,NAM,Closed Lost,0,
O01539,T16085,DPM,NAM,Negotiation,0,5700.0
O01540,T16107,DPM,NAM,Closed Lost,0,
O01541,T16108,DPM,EMEA,Technical Evaluation,0,33900.0
O01542,T16113,DPA,NAM,Closed Won,1,13800.0
O01543,T16131,DPM,EMEA,Closed Lost,0,
O01544,T16145,DPA,NAM,Proposal,0,12500.0
O01545,T16151,DPM,NAM,Proposal,0,29000.0
O01546,T16170,SQL Sentry,APAC,Technical Evaluation,0,7600.0
O01547,T16183,DPA,EMEA,Closed Won,1,9300.0
O01548,T16196,DPA,APAC,Closed Lost,0,
O01549,T16201,DPA,EMEA,Discovery,0,9100.0
O01550,T16205,SQL Sentry,EMEA,Discovery,0,28200.0
O01551,T16208,SQL Sentry,NAM,Negotiation,0,40900.0
O01552,T16209,DPA,APAC,Closed Lost,0,
O01553,T16214,DPA,NAM,Discovery,0,11300.0
O01554,T16249,SQL Sentry,LATAM,Negotiation,0,17000.0
O01555,T16258,DPM,NAM,Negotiation,0,49700.0
O01556,T16265,DPA,LATAM,Technical Evaluation,0,32600.0
O01557,T16268,DPA,EMEA,Closed Lost,0,
O01558,T16278,SQL Sentry,NAM,Closed Won,1,3500.0
O01559,T16298,DPA,NAM,Discovery,0,10000.0
O01560,T16329,DPM,NAM,Technical Evaluation,0,15000.0
O01561,T16330,DPM,NAM,Closed Lost,0,
O01562,T16356,SQL Sentry,NAM,Closed Lost,0,
O01563,T16363,SQL Sentry,NAM,Technical Evaluation,0,18900.0
O01564,T16368,SQL Sentry,LATAM,Closed Lost,0,
O01565,T16376,DPM,APAC,Negotiation,0,10900.0
O01566,T16385,SQL Sentry,APAC,Closed Won,1,9000.0
O01567,T16388,SQL Sentry,NAM,Closed Lost,0,
O01568,T16393,SQL Sentry,NAM,Closed Lost,0,
O01569,T16399,DPA,NAM,Proposal,0,66600.0
O01570,T16401,DPM,NAM,Closed Lost,0,
O01571,T16406,DPA,NAM,Closed Lost,0,
O01572,T16418,SQL Sentry,EMEA,Closed Lost,0,
O01573,T16425,SQL Sentry,NAM,Negotiation,0,31800.0
O01574,T16434,DPA,NAM,Closed Lost,0,
O01575,T16445,SQL Sentry,NAM,Discovery,0,22100.0
O01576,T16455,DPA,NAM,Closed Lost,0,
O01577,T16514,DPA,APAC,Closed Lost,0,
O01578,T16519,SQL Sentry,APAC,Proposal,0,7400.0
O01579,T16551,DPA,APAC,Negotiation,0,41000.0
O01580,T16575,DPM,LATAM,Technical Evaluation,0,6600.0
O01581,T16587,SQL Sentry,APAC,Proposal,0,6200.0
O01582,T16588,DPM,LATAM,Proposal,0,13700.0
O01583,T16615,DPA,APAC,Technical Evaluation,0,10700.0
O01584,T16616,SQL Sentry,NAM,Proposal,0,20400.0
O01585,T16624,SQL Sentry,NAM,Technical Evaluation,0,69300.0
O01586,T16629,DPA,EMEA,Closed Lost,0,
O01587,T16642,SQL Sentry,EMEA,Closed Lost,0,
O01588,T16656,DPA,NAM,Technical Evaluation,0,11000.0
O01589,T16668,DPM,NAM,Closed Lost,0,
O01590,T16688,DPA,NAM,Technical Evaluation,0,8600.0
O01591,T16707,SQL Sentry,NAM,Proposal,0,39400.0
O01592,T16709,DPA,NAM,Discovery,0,11300.0
O01593,T16726,SQL Sentry,LATAM,Closed Lost,0,
O01594,T16729,SQL Sentry,EMEA,Closed Won,1,14100.0
O01595,T16754,SQL Sentry,EMEA,Technical Evaluation,0,3100.0
O01596,T16756,SQL Sentry,NAM,Proposal,0,2000.0
O01597,T16776,DPA,EMEA,Proposal,0,26800.0
O01598,T16781,DPM,NAM,Proposal,0,15200.0
O01599,T16799,SQL Sentry,NAM,Technical Evaluation,0,15900.0
O01600,T16802,DPM,NAM,Closed Lost,0,
O01601,T16810,DPA,EMEA,Negotiation,0,19500.0
O01602,T16812,DPA,APAC,Technical Evaluation,0,25000.0
O01603,T16824,DPA,EMEA,Closed Lost,0,
O01604,T16827,SQL Sentry,EMEA,Proposal,0,10000.0
O01605,T16828,DPA,NAM,Proposal,0,9400.0
O01606,T16864,DPA,EMEA,Closed Lost,0,
O01607,T16865,SQL Sentry,NAM,Closed Won,1,6500.0
O01608,T16870,DPM,LATAM,Technical Evaluation,0,2100.0
O01609,T16871,DPM,NAM,Technical Evaluation,0,12900.0
O01610,T16905,SQL Sentry,NAM,Proposal,0,4900.0
O01611,T16925,SQL Sentry,EMEA,Closed Lost,0,
O01612,T16927,DPM,EMEA,Closed Lost,0,
O01613,T16944,DPM,EMEA,Closed Lost,0,
O01614,T16954,DPA,NAM,Closed Lost,0,
O01615,T16964,SQL Sentry,EMEA,Closed Won,1,34800.0
O01616,T16970,DPA,NAM,Closed Won,1,14200.0
O01617,T16975,SQL Sentry,APAC,Discovery,0,27600.0
O01618,T16983,DPM,NAM,Closed Lost,0,
O01619,T16992,DPM,NAM,Closed Lost,0,
O01620,T16998,SQL Sentry,LATAM,Proposal,0,26000.0
O01621,T17010,DPM,EMEA,Technical Evaluation,0,3700.0
O01622,T17047,SQL Sentry,NAM,Negotiation,0,8100.0
O01623,T17048,DPA,EMEA,Discovery,0,6700.0
O01624,T17054,DPM,EMEA,Closed Lost,0,
O01625,T17075,SQL Sentry,NAM,Negotiation,0,17100.0
O01626,T17088,DPM,NAM,Negotiation,0,48700.0
O01627,T17093,DPA,NAM,Technical Evaluation,0,4600.0
O01628,T17102,DPA,LATAM,Closed Won,1,12000.0
O01629,T17118,DPM,NAM,Closed Lost,0,
O01630,T17121,SQL Sentry,NAM,Closed Lost,0,
O01631,T17126,SQL Sentry,NAM,Closed Lost,0,
O01632,T17130,DPA,NAM,Closed Lost,0,
O01633,T17141,DPM,NAM,Proposal,0,14600.0
O01634,T17142,DPA,LATAM,Negotiation,0,8900.0
O01635,T17152,SQL Sentry,EMEA,Technical Evaluation,0,10900.0
O01636,T17159,DPM,NAM,Closed Won,1,10800.0
O01637,T17162,DPM,EMEA,Closed Lost,0,
O01638,T17172,SQL Sentry,NAM,Technical Evaluation,0,10600.0
O01639,T17194,DPA,EMEA,Discovery,0,39400.0
O01640,T17213,DPA,APAC,Closed Lost,0,
O01641,T17227,DPA,APAC,Closed Won,1,23900.0
O01642,T17240,DPM,EMEA,Proposal,0,4200.0
O01643,T17242,DPA,EMEA,Closed Won,1,30200.0
O01644,T17284,DPA,APAC,Negotiation,0,8900.0
O01645,T17289,SQL Sentry,NAM,Discovery,0,5800.0
O01646,T17302,SQL Sentry,NAM,Closed Lost,0,
O01647,T17335,DPA,EMEA,Closed Won,1,3000.0
O01648,T17336,DPM,NAM,Discovery,0,4800.0
O01649,T17342,DPM,APAC,Closed Lost,0,
O01650,T17375,DPM,EMEA,Technical Evaluation,0,15800.0
O01651,T17397,DPA,NAM,Negotiation,0,2500.0
O01652,T17412,DPA,NAM,Proposal,0,8600.0
O01653,T17414,SQL Sentry,NAM,Closed Lost,0,
O01654,T17420,DPM,NAM,Proposal,0,4200.0
O01655,T17444,DPA,APAC,Proposal,0,14400.0
O01656,T17456,SQL Sentry,APAC,Discovery,0,5600.0
O01657,T17463,DPM,EMEA,Closed Lost,0,
O01658,T17464,DPA,NAM,Discovery,0,17900.0
O01659,T17477,DPA,NAM,Closed Lost,0,
O01660,T17480,SQL Sentry,NAM,Technical Evaluation,0,17600.0
O01661,T17488,DPM,APAC,Proposal,0,9400.0
O01662,T17508,DPM,NAM,Closed Won,1,38000.0
O01663,T17514,DPA,APAC,Negotiation,0,5100.0
O01664,T17524,SQL Sentry,APAC,Proposal,0,7100.0
O01665,T17529,DPA,EMEA,Negotiation,0,6300.0
O01666,T17535,SQL Sentry,NAM,Discovery,0,12900.0
O01667,T17548,SQL Sentry,NAM,Technical Evaluation,0,11700.0
O01668,T17571,SQL Sentry,EMEA,Negotiation,0,4200.0
O01669,T17595,DPA,NAM,Closed Lost,0,
O01670,T17600,DPA,APAC,Proposal,0,39600.0
O01671,T17609,DPM,NAM,Closed Lost,0,
O01672,T17617,DPA,NAM,Closed Lost,0,
O01673,T17621,DPA,NAM,Negotiation,0,11700.0
O01674,T17629,DPA,NAM,Proposal,0,3100.0
O01675,T17656,DPA,APAC,Discovery,0,5600.0
O01676,T17658,DPA,NAM,Closed Lost,0,
O01677,T17660,DPM,NAM,Closed Lost,0,
O01678,T17674,DPA,NAM,Closed Lost,0,
O01679,T17687,DPM,NAM,Negotiation,0,4600.0
O01680,T17699,DPM,NAM,Closed Lost,0,
O01681,T17705,DPA,NAM,Negotiation,0,11100.0
O01682,T17706,DPA,EMEA,Closed Lost,0,
O01683,T17709,DPM,LATAM,Closed Lost,0,
O01684,T17713,SQL Sentry,APAC,Proposal,0,7300.0
O01685,T17772,DPM,NAM,Negotiation,0,3900.0
O01686,T17775,SQL Sentry,NAM,Closed Lost,0,
O01687,T17779,DPM,NAM,Closed Lost,0,
O01688,T17782,DPA,NAM,Discovery,0,7600.0
O01689,T17799,DPA,NAM,Closed Lost,0,
O01690,T17807,DPA,NAM,Technical Evaluation,0,1700.0
O01691,T17809,DPA,NAM,Discovery,0,5600.0
O01692,T17818,DPA,NAM,Technical Evaluation,0,11600.0
O01693,T17821,DPA,NAM,Technical Evaluation,0,13800.0
O01694,T17836,DPA,NAM,Closed Lost,0,
O01695,T17837,SQL Sentry,NAM,Proposal,0,7100.0
O01696,T17842,SQL Sentry,NAM,Closed Lost,0,
O01697,T17847,SQL Sentry,EMEA,Discovery,0,9100.0
O01698,T17854,DPA,APAC,Closed Lost,0,
O01699,T17859,SQL Sentry,APAC,Closed Lost,0,
O01700,T17860,DPA,EMEA,Proposal,0,8800.0
O01701,T17882,DPA,APAC,Closed Lost,0,
O01702,T17899,DPA,NAM,Discovery,0,24300.0
O01703,T17902,DPA,NAM,Closed Lost,0,
O01704,T17903,DPM,EMEA,Closed Lost,0,
O01705,T17911,DPA,APAC,Closed Lost,0,
O01706,T17918,DPA,EMEA,Proposal,0,12800.0
O01707,T17936,SQL Sentry,NAM,Negotiation,0,40500.0
O01708,T17945,SQL Sentry,NAM,Discovery,0,19800.0
O01709,T17977,SQL Sentry,EMEA,Proposal,0,45300.0
O01710,T17985,SQL Sentry,NAM,Negotiation,0,14700.0
O01711,T17986,DPM,NAM,Closed Lost,0,
O01712,T17998,DPA,EMEA,Discovery,0,9400.0
O01713,T18010,DPA,NAM,Closed Lost,0,
O01714,T18017,DPA,EMEA,Closed Won,1,2500.0
O01715,T18019,SQL Sentry,EMEA,Closed Lost,0,
O01716,T18023,DPM,NAM,Proposal,0,6000.0
O01717,T18024,DPA,EMEA,Closed Lost,0,
O01718,T18032,DPA,NAM,Closed Won,1,19000.0
O01719,T18033,DPA,NAM,Negotiation,0,28000.0
O01720,T18047,SQL Sentry,EMEA,Discovery,0,6800.0
O01721,T18050,DPA,EMEA,Technical Evaluation,0,12300.0
O01722,T18058,SQL Sentry,EMEA,Discovery,0,9200.0
O01723,T18061,SQL Sentry,NAM,Negotiation,0,4200.0
O01724,T18064,DPM,EMEA,Closed Lost,0,
O01725,T18068,DPA,EMEA,Technical Evaluation,0,46100.0
O01726,T18071,DPA,NAM,Closed Lost,0,
O01727,T18075,DPM,NAM,Closed Lost,0,
O01728,T18076,DPA,NAM,Proposal,0,15000.0
O01729,T18078,DPA,NAM,Negotiation,0,21800.0
O01730,T18100,SQL Sentry,EMEA,Closed Lost,0,
O01731,T18136,SQL Sentry,NAM,Closed Won,1,9800.0
O01732,T18163,SQL Sentry,EMEA,Technical Evaluation,0,9000.0
O01733,T18164,DPA,EMEA,Closed Lost,0,
O01734,T18168,DPA,NAM,Discovery,0,11600.0
O01735,T18169,DPA,NAM,Closed Lost,0,
O01736,T18194,SQL Sentry,NAM,Closed Lost,0,
O01737,T18200,SQL Sentry,NAM,Closed Lost,0,
O01738,T18214,DPA,NAM,Closed Lost,0,
O01739,T18230,DPA,EMEA,Technical Evaluation,0,7900.0
O01740,T18251,DPA,NAM,Closed Lost,0,
O01741,T18254,DPM,EMEA,Technical Evaluation,0,16000.0
O01742,T18269,SQL Sentry,EMEA,Proposal,0,6400.0
O01743,T18274,DPM,EMEA,Closed Lost,0,
O01744,T18275,DPM,EMEA,Discovery,0,10400.0
O01745,T18276,SQL Sentry,NAM,Closed Won,1,21100.0
O01746,T18285,SQL Sentry,NAM,Closed Lost,0,
O01747,T18286,DPM,EMEA,Negotiation,0,16000.0
O01748,T18287,DPA,NAM,Negotiation,0,6900.0
O01749,T18303,DPA,NAM,Closed Lost,0,
O01750,T18327,SQL Sentry,NAM,Discovery,0,18200.0
O01751,T18332,SQL Sentry,NAM,Technical Evaluation,0,14400.0
O01752,T18351,SQL Sentry,EMEA,Closed Lost,0,
O01753,T18356,DPA,NAM,Closed Lost,0,
O01754,T18375,DPA,EMEA,Discovery,0,12700.0
O01755,T18376,DPM,EMEA,Technical Evaluation,0,5500.0
O01756,T18400,SQL Sentry,NAM,Technical Evaluation,0,11200.0
O01757,T18406,DPA,NAM,Technical Evaluation,0,17200.0
O01758,T18420,SQL Sentry,EMEA,Closed Lost,0,
O01759,T18432,SQL Sentry,EMEA,Closed Won,1,9800.0
O01760,T18443,DPA,EMEA,Closed Lost,0,
O01761,T18465,DPM,NAM,Closed Lost,0,
O01762,T18473,DPM,LATAM,Closed Won,1,8200.0
O01763,T18479,DPA,NAM,Closed Lost,0,
O01764,T18485,DPA,LATAM,Closed Won,1,12600.0
O01765,T18487,DPA,EMEA,Negotiation,0,46500.0
O01766,T18505,DPM,APAC,Closed Lost,0,
O01767,T18527,DPM,NAM,Closed Won,1,6500.0
O01768,T18529,DPM,NAM,Closed Lost,0,
O01769,T18535,SQL Sentry,APAC,Negotiation,0,2000.0
O01770,T18536,DPM,LATAM,Negotiation,0,40000.0
O01771,T18560,DPA,APAC,Closed Lost,0,
O01772,T18586,SQL Sentry,NAM,Closed Lost,0,
O01773,T18606,SQL Sentry,EMEA,Technical Evaluation,0,19900.0
O01774,T18627,DPA,APAC,Proposal,0,4700.0
O01775,T18635,DPA,EMEA,Technical Evaluation,0,14900.0
O01776,T18653,DPA,APAC,Closed Lost,0,
O01777,T18663,DPA,APAC,Discovery,0,22000.0
O01778,T18665,DPA,NAM,Closed Lost,0,
O01779,T18672,SQL Sentry,NAM,Discovery,0,25200.0
O01780,T18673,DPA,NAM,Closed Lost,0,
O01781,T18676,SQL Sentry,EMEA,Proposal,0,10200.0
O01782,T18687,DPA,NAM,Closed Lost,0,
O01783,T18691,DPA,NAM,Negotiation,0,28900.0
O01784,T18696,DPA,NAM,Technical Evaluation,0,9700.0
O01785,T18701,DPA,EMEA,Closed Won,1,31800.0
O01786,T18722,SQL Sentry,EMEA,Proposal,0,6600.0
O01787,T18741,DPM,EMEA,Closed Lost,0,
O01788,T18743,DPA,NAM,Closed Lost,0,
O01789,T18750,DPM,EMEA,Technical Evaluation,0,10900.0
O01790,T18754,DPA,NAM,Closed Lost,0,
O01791,T18758,DPA,EMEA,Closed Won,1,26900.0
O01792,T18773,DPA,APAC,Negotiation,0,8800.0
O01793,T18793,DPM,NAM,Closed Lost,0,
O01794,T18810,DPM,EMEA,Discovery,0,9900.0
O01795,T18827,DPA,NAM,Proposal,0,29800.0
O01796,T18830,DPM,EMEA,Proposal,0,10500.0
O01797,T18831,DPA,NAM,Closed Lost,0,
O01798,T18835,DPA,EMEA,Discovery,0,12300.0
O01799,T18840,SQL Sentry,NAM,Proposal,0,2600.0
O01800,T18848,SQL Sentry,NAM,Negotiation,0,15800.0
O01801,T18869,SQL Sentry,EMEA,Closed Lost,0,
O01802,T18871,DPM,NAM,Negotiation,0,11600.0
O01803,T18875,SQL Sentry,EMEA,Closed Lost,0,
O01804,T18879,DPA,LATAM,Negotiation,0,7300.0
O01805,T18885,DPA,NAM,Closed Lost,0,
O01806,T18898,SQL Sentry,EMEA,Discovery,0,6900.0
O01807,T18913,DPM,APAC,Closed Lost,0,
O01808,T18928,SQL Sentry,EMEA,Discovery,0,33400.0
O01809,T18935,DPM,NAM,Discovery,0,4700.0
O01810,T18946,SQL Sentry,NAM,Proposal,0,15000.0
O01811,T18961,DPM,EMEA,Closed Lost,0,
O01812,T18969,DPA,NAM,Closed Lost,0,
O01813,T18984,DPA,LATAM,Discovery,0,21500.0
O01814,T18991,SQL Sentry,NAM,Closed Won,1,11600.0
O01815,T19001,DPA,NAM,Proposal,0,12500.0
O01816,T19002,SQL Sentry,EMEA,Closed Lost,0,
O01817,T19009,DPM,NAM,Closed Lost,0,
O01818,T19042,SQL Sentry,EMEA,Closed Lost,0,
O01819,T19046,DPA,NAM,Negotiation,0,16200.0
O01820,T19052,DPM,NAM,Closed Lost,0,
O01821,T19075,DPA,EMEA,Proposal,0,13600.0
O01822,T19105,DPA,EMEA,Technical Evaluation,0,39600.0
O01823,T19140,DPM,NAM,Technical Evaluation,0,28100.0
O01824,T19143,DPA,EMEA,Negotiation,0,11600.0
O01825,T19186,DPA,APAC,Closed Lost,0,
O01826,T19195,SQL Sentry,NAM,Closed Won,1,4700.0
O01827,T19200,DPM,NAM,Closed Lost,0,
O01828,T19214,DPM,NAM,Closed Lost,0,
O01829,T19226,SQL Sentry,APAC,Closed Lost,0,
O01830,T19231,SQL Sentry,EMEA,Closed Lost,0,
O01831,T19239,SQL Sentry,APAC,Discovery,0,15300.0
O01832,T19245,SQL Sentry,NAM,Negotiation,0,4800.0
O01833,T19246,DPA,EMEA,Closed Lost,0,
O01834,T19251,DPM,LATAM,Closed Won,1,10000.0
O01835,T19315,SQL Sentry,NAM,Closed Lost,0,
O01836,T19336,DPA,EMEA,Proposal,0,14000.0
O01837,T19350,DPA,EMEA,Closed Lost,0,
O01838,T19360,DPM,APAC,Proposal,0,3400.0
O01839,T19366,SQL Sentry,APAC,Closed Lost,0,
O01840,T19373,DPA,NAM,Negotiation,0,36900.0
O01841,T19376,DPA,LATAM,Closed Won,1,15600.0
O01842,T19419,SQL Sentry,EMEA,Closed Won,1,29100.0
O01843,T19423,DPM,NAM,Closed Lost,0,
O01844,T19431,DPA,NAM,Closed Lost,0,
O01845,T19440,DPA,EMEA,Technical Evaluation,0,27900.0
O01846,T19441,DPA,NAM,Closed Lost,0,
O01847,T19485,DPA,APAC,Proposal,0,80000.0
O01848,T19502,DPM,LATAM,Negotiation,0,14700.0
O01849,T19503,SQL Sentry,EMEA,Closed Lost,0,
O01850,T19522,SQL Sentry,EMEA,Negotiation,0,28300.0
O01851,T19530,DPA,NAM,Closed Won,1,4700.0
O01852,T19533,DPM,EMEA,Closed Lost,0,
O01853,T19541,SQL Sentry,LATAM,Discovery,0,18600.0
O01854,T19561,SQL Sentry,NAM,Discovery,0,9100.0
O01855,T19574,DPA,NAM,Discovery,0,11000.0
O01856,T19592,SQL Sentry,NAM,Closed Lost,0,
O01857,T19604,DPM,EMEA,Closed Lost,0,
O01858,T19607,DPM,APAC,Negotiation,0,48200.0
O01859,T19609,SQL Sentry,NAM,Closed Lost,0,
O01860,T19611,DPM,NAM,Discovery,0,15000.0
O01861,T19627,DPA,EMEA,Negotiation,0,7700.0
O01862,T19641,SQL Sentry,LATAM,Closed Lost,0,
O01863,T19644,DPA,NAM,Closed Won,1,10100.0
O01864,T19665,SQL Sentry,NAM,Negotiation,0,9400.0
O01865,T19668,SQL Sentry,NAM,Closed Lost,0,
O01866,T19678,DPA,NAM,Technical Evaluation,0,6600.0
O01867,T19682,DPA,APAC,Negotiation,0,20800.0
O01868,T19702,DPA,EMEA,Discovery,0,14200.0
O01869,T19716,SQL Sentry,EMEA,Proposal,0,12100.0
O01870,T19734,DPA,APAC,Negotiation,0,25800.0
O01871,T19738,SQL Sentry,APAC,Closed Lost,0,
O01872,T19773,DPA,APAC,Negotiation,0,10800.0
O01873,T19775,DPM,NAM,Closed Lost,0,
O01874,T19779,SQL Sentry,LATAM,Negotiation,0,18200.0
O01875,T19780,DPA,LATAM,Discovery,0,4000.0
O01876,T19788,DPA,EMEA,Closed Lost,0,
O01877,T19795,SQL Sentry,EMEA,Technical Evaluation,0,9400.0
O01878,T19803,DPA,NAM,Closed Lost,0,
O01879,T19811,DPM,NAM,Negotiation,0,6200.0
O01880,T19817,SQL Sentry,APAC,Negotiation,0,2700.0
O01881,T19819,SQL Sentry,NAM,Technical Evaluation,0,6000.0
O01882,T19837,DPA,NAM,Closed Lost,0,
O01883,T19845,SQL Sentry,NAM,Discovery,0,12100.0
O01884,T19848,DPA,LATAM,Closed Lost,0,
O01885,T19874,SQL Sentry,EMEA,Proposal,0,54500.0
O01886,T19878,SQL Sentry,LATAM,Proposal,0,8200.0
O01887,T19880,DPA,NAM,Negotiation,0,17900.0
O01888,T19913,DPM,APAC,Closed Lost,0,
