trial_id,logins,instances_monitored,wait_time_analyses_run,tuning_advisors_used,anomaly_alerts_configured,reports_generated,feature_adoption_rate,engagement_score
T27583,0,1,0,0,0,0,0.0,18
T27584,0,0,0,0,0,0,0.0,1
T27585,0,0,0,0,0,0,0.0,6
T27586,6,1,5,3,2,0,0.36,33
T27587,17,4,8,6,2,2,0.72,62
T27588,15,3,18,6,1,1,0.69,82
T27589,0,1,0,0,0,0,0.0,4
T27590,8,2,8,0,0,0,0.37,35
T27591,0,0,0,0,0,0,0.0,3
T27592,2,1,0,0,0,0,0.0,8
T27593,1,0,0,0,0,0,0.0,1
T27594,0,0,0,0,0,0,0.0,1
T27595,6,1,9,1,0,0,0.45,34
T27596,1,1,0,0,0,0,0.0,17
T27597,0,0,0,0,0,0,0.0,1
T27598,17,8,14,5,2,3,0.81,83
T27599,11,3,10,4,0,1,0.5,51
T27600,0,0,0,0,0,0,0.0,6
T27601,17,4,13,6,1,5,0.93,99
T27602,0,0,0,0,0,0,0.0,3
T27603,0,0,0,0,0,0,0.0,1
T27604,2,1,0,0,0,0,0.0,7
T27605,0,0,0,0,0,0,0.0,6
T27606,0,0,0,0,0,0,0.0,2
T27607,2,1,4,1,0,1,0.29,25
T27608,13,3,11,9,2,3,0.7,72
T27609,1,0,0,0,0,0,0.0,9
T27610,0,0,0,0,0,0,0.0,15
T27611,20,8,9,7,2,0,0.66,74
T27612,3,1,0,0,0,0,0.0,24
T27613,14,1,14,8,1,0,0.66,63
T27614,1,0,0,0,0,0,0.0,1
T27615,9,3,17,4,6,1,0.63,74
T27616,1,0,0,0,0,0,0.0,3
T27617,0,0,0,0,0,0,0.0,10
T27618,8,2,11,2,0,0,0.55,51
T27619,13,5,11,6,1,1,0.63,59
T27620,13,2,16,3,1,0,0.7,76
T27621,17,4,13,3,4,3,0.89,87
T27622,11,2,5,4,1,1,0.52,46
T27623,0,0,0,0,0,0,0.0,1
T27624,19,4,9,4,2,2,0.8,89
T27625,13,7,13,9,4,2,0.73,89
T27626,0,1,0,0,0,0,0.0,16
T27627,0,0,0,0,0,0,0.0,5
T27628,0,0,0,0,0,0,0.0,1
T27629,0,0,0,0,0,0,0.0,1
T27630,0,0,0,0,0,0,0.0,7
T27631,2,1,0,0,0,0,0.0,6
T27632,1,0,0,0,0,0,0.0,2
T27633,1,2,7,3,0,2,0.52,30
T27634,16,2,10,2,5,1,0.67,75
T27635,0,0,0,0,0,0,0.0,2
T27636,1,0,0,0,0,0,0.0,2
T27637,11,3,13,5,1,1,0.62,64
T27638,0,0,0,0,0,0,0.0,5
T27639,1,0,0,0,0,0,0.0,4
T27640,1,0,0,0,0,0,0.0,8
T27641,14,2,4,6,3,0,0.64,56
T27642,19,4,13,1,2,2,0.76,83
T27643,8,3,7,4,1,0,0.48,34
T27644,13,7,6,5,2,0,0.73,64
T27645,8,3,14,4,1,4,0.84,77
T27646,11,4,8,1,1,1,0.41,37
T27647,12,7,19,2,3,2,0.77,82
T27648,0,0,0,0,0,0,0.0,5
T27649,8,1,8,4,1,2,0.54,51
T27650,9,1,5,2,1,1,0.73,72
T27651,0,0,0,0,0,0,0.0,2
T27652,15,1,8,3,1,2,0.46,51
T27653,0,1,0,0,0,0,0.0,5
T27654,0,0,0,0,0,0,0.0,1
T27655,0,0,0,0,0,0,0.0,4
T27656,16,5,13,10,5,1,0.94,100
T27657,0,0,0,0,0,0,0.0,1
T27658,8,2,5,1,3,1,0.25,24
T27659,1,0,0,0,0,0,0.0,5
T27660,0,0,0,0,0,0,0.0,1
T27661,12,4,5,6,1,1,0.61,52
T27662,13,2,4,3,1,1,0.45,45
T27663,7,5,8,4,0,2,0.53,44
T27664,0,0,0,0,0,0,0.0,2
T27665,12,6,8,3,0,1,0.54,50
T27666,0,0,0,0,0,0,0.0,11
T27667,0,0,0,0,0,0,0.0,9
T27668,0,0,0,0,0,0,0.0,9
T27669,21,2,17,14,2,3,0.94,100
T27670,13,3,13,4,1,2,0.71,85
T27671,11,4,15,3,3,2,0.8,83
T27672,0,0,0,0,0,0,0.0,1
T27673,0,0,0,0,0,0,0.0,3
T27674,0,1,0,0,0,0,0.0,14
T27675,11,2,9,0,1,1,0.59,55
T27676,0,0,0,0,0,0,0.0,5
T27677,1,0,0,0,0,0,0.0,2
T27678,9,2,4,3,1,4,0.53,44
T27679,1,1,0,0,0,0,0.0,5
T27680,16,5,12,10,0,1,0.91,82
T27681,0,0,0,0,0,0,0.0,8
T27682,16,2,12,5,2,0,0.68,77
T27683,1,0,0,0,0,0,0.0,3
T27684,2,2,7,2,0,0,0.47,26
T27685,0,0,0,0,0,0,0.0,1
T27686,20,4,12,2,5,3,0.68,84
T27687,8,3,3,1,0,1,0.45,35
T27688,21,6,17,5,3,2,0.79,91
T27689,1,1,0,0,0,0,0.0,4
T27690,9,3,10,3,3,4,0.52,55
T27691,0,0,0,0,0,0,0.0,1
T27692,0,0,0,0,0,0,0.0,1
T27693,21,3,6,5,1,1,0.62,68
T27694,19,5,10,2,2,4,0.62,69
T27695,11,6,8,3,2,0,0.67,66
T27696,20,7,17,7,1,2,0.72,91
T27697,17,3,14,2,2,2,0.8,84
T27698,0,0,0,0,0,0,0.0,3
T27699,0,0,0,0,0,0,0.0,3
T27700,0,0,0,0,0,0,0.0,1
T27701,16,4,13,4,1,3,0.64,65
T27702,0,1,0,0,0,0,0.0,10
T27703,7,2,1,1,0,1,0.41,27
T27704,0,0,0,0,0,0,0.0,4
T27705,0,0,0,0,0,0,0.0,6
T27706,0,0,0,0,0,0,0.0,1
T27707,12,1,16,1,0,3,0.73,85
T27708,0,0,0,0,0,0,0.0,3
T27709,14,5,6,4,3,0,0.56,65
T27710,26,1,16,4,1,2,0.79,94
T27711,3,4,6,1,0,0,0.47,33
T27712,0,0,0,0,0,0,0.0,7
T27713,12,4,11,4,4,2,0.65,59
T27714,0,0,0,0,0,0,0.0,5
T27715,7,2,7,5,1,1,0.59,48
T27716,8,3,9,2,0,0,0.56,54
T27717,8,3,6,1,0,1,0.5,43
T27718,0,0,0,0,0,0,0.0,1
T27719,0,0,0,0,0,0,0.0,3
T27720,1,0,0,0,0,0,0.0,8
T27721,0,0,0,0,0,0,0.0,1
T27722,9,5,5,1,0,4,0.46,41
T27723,1,1,0,0,0,0,0.0,8
T27724,0,0,0,0,0,0,0.0,4
T27725,13,4,18,2,3,1,0.81,83
T27726,0,0,0,0,0,0,0.0,9
T27727,0,0,0,0,0,0,0.0,4
T27728,0,0,0,0,0,0,0.0,1
T27729,0,0,0,0,0,0,0.0,12
T27730,14,4,6,7,1,2,0.67,70
T27731,2,1,0,0,0,0,0.0,18
T27732,0,0,0,0,0,0,0.0,4
T27733,0,0,0,0,0,0,0.0,3
T27734,13,4,11,6,2,4,0.8,84
T27735,10,1,11,5,0,2,0.5,44
T27736,0,0,0,0,0,0,0.0,2
T27737,1,0,0,0,0,0,0.0,1
T27738,1,0,0,0,0,0,0.0,4
T27739,0,0,0,0,0,0,0.0,4
T27740,2,1,0,0,0,0,0.0,1
T27741,0,0,0,0,0,0,0.0,3
T27742,6,4,9,3,1,0,0.59,43
T27743,1,0,0,0,0,0,0.0,3
T27744,0,0,0,0,0,0,0.0,2
T27745,10,6,7,1,1,0,0.59,48
T27746,18,3,16,3,4,0,0.66,67
T27747,1,0,0,0,0,0,0.0,6
T27748,5,3,8,1,0,0,0.51,38
T27749,0,0,0,0,0,0,0.0,1
T27750,5,3,18,1,1,2,0.65,63
T27751,2,1,0,0,0,0,0.0,20
T27752,2,1,0,0,0,0,0.0,16
T27753,0,0,0,0,0,0,0.0,1
T27754,20,6,9,6,4,1,0.84,93
T27755,0,0,0,0,0,0,0.0,1
T27756,26,5,11,8,2,0,0.75,97
T27757,0,1,0,0,0,0,0.0,5
T27758,0,1,0,0,0,0,0.0,18
T27759,0,0,0,0,0,0,0.0,1
T27760,1,0,0,0,0,0,0.0,6
T27761,0,0,0,0,0,0,0.0,1
T27762,0,0,0,0,0,0,0.0,3
T27763,7,2,7,4,0,3,0.52,39
T27764,1,0,0,0,0,0,0.0,7
T27765,2,0,0,0,0,0,0.0,1
T27766,16,3,9,5,0,0,0.58,62
T27767,17,4,11,3,1,2,0.69,72
T27768,0,0,0,0,0,0,0.0,10
T27769,5,4,7,2,0,0,0.51,36
T27770,6,3,6,0,0,0,0.41,28
T27771,0,0,0,0,0,0,0.0,2
T27772,0,0,0,0,0,0,0.0,5
T27773,8,7,12,7,1,2,0.92,93
T27774,1,2,3,1,0,0,0.25,11
T27775,0,1,0,0,0,0,0.0,19
T27776,0,0,0,0,0,0,0.0,1
T27777,0,1,0,0,0,0,0.0,16
T27778,9,3,7,2,1,0,0.5,45
T27779,1,0,0,0,0,0,0.0,6
T27780,0,0,0,0,0,0,0.0,6
T27781,8,1,8,1,2,0,0.37,29
T27782,2,1,7,0,1,0,0.44,33
T27783,0,1,0,0,0,0,0.0,5
T27784,11,1,5,2,1,0,0.34,34
T27785,0,0,0,0,0,0,0.0,1
T27786,18,8,14,7,2,4,0.85,92
T27787,10,3,10,4,2,0,0.6,64
T27788,26,7,12,5,3,4,0.82,100
T27789,1,0,0,0,0,0,0.0,4
T27790,13,5,13,1,1,0,0.7,65
T27791,0,1,0,0,0,0,0.0,10
T27792,7,6,14,3,1,3,0.72,71
T27793,9,2,9,6,0,1,0.52,51
T27794,0,0,0,0,0,0,0.0,4
T27795,12,1,14,3,0,1,0.56,58
T27796,14,4,11,1,1,1,0.58,64
T27797,14,3,9,2,2,1,0.73,70
T27798,12,2,8,1,1,1,0.41,37
T27799,0,0,0,0,0,0,0.0,11
T27800,0,1,0,0,0,0,0.0,15
T27801,0,0,0,0,0,0,0.0,4
T27802,0,0,0,0,0,0,0.0,9
T27803,0,0,0,0,0,0,0.0,11
T27804,11,3,13,3,1,2,0.54,50
T27805,0,0,0,0,0,0,0.0,1
T27806,6,2,10,3,4,1,0.71,75
T27807,1,0,0,0,0,0,0.0,6
T27808,0,0,0,0,0,0,0.0,5
T27809,1,0,0,0,0,0,0.0,7
T27810,23,5,19,12,1,2,0.99,100
T27811,0,0,0,0,0,0,0.0,2
T27812,0,1,0,0,0,0,0.0,19
T27813,15,3,6,5,2,1,0.51,45
T27814,12,3,15,6,1,1,0.51,64
T27815,9,5,9,3,1,0,0.57,49
T27816,0,0,0,0,0,0,0.0,7
T27817,1,0,0,0,0,0,0.0,3
T27818,7,3,5,1,1,0,0.37,26
T27819,8,2,10,1,2,0,0.59,49
T27820,13,2,14,10,6,2,0.67,77
T27821,11,1,9,3,0,1,0.51,47
T27822,0,0,0,0,0,0,0.0,7
T27823,19,2,10,2,2,1,0.54,54
T27824,8,1,16,5,5,0,0.73,65
T27825,17,4,17,8,1,1,0.8,83
T27826,14,2,11,0,2,2,0.44,41
T27827,0,0,0,0,0,0,0.0,1
T27828,24,3,19,5,0,2,0.89,100
T27829,1,0,0,0,0,0,0.0,4
T27830,17,6,13,5,2,0,0.68,76
T27831,0,0,0,0,0,0,0.0,1
T27832,0,0,0,0,0,0,0.0,1
T27833,0,0,0,0,0,0,0.0,2
T27834,0,0,0,0,0,0,0.0,2
T27835,0,0,0,0,0,0,0.0,8
T27836,12,2,17,5,1,5,0.73,82
T27837,1,0,0,0,0,0,0.0,1
T27838,0,0,0,0,0,0,0.0,3
T27839,0,0,0,0,0,0,0.0,3
T27840,0,0,0,0,0,0,0.0,2
T27841,13,6,12,5,1,3,0.65,74
T27842,4,2,6,6,0,0,0.44,23
T27843,11,6,10,5,1,1,0.66,64
T27844,2,1,0,0,0,0,0.0,19
T27845,0,0,0,0,0,0,0.0,1
T27846,0,1,0,0,0,0,0.0,1
T27847,4,2,5,0,0,0,0.3,20
T27848,0,0,0,0,0,0,0.0,2
T27849,10,1,2,3,0,1,0.33,25
T27850,14,5,11,3,1,4,0.59,67
T27851,0,0,0,0,0,0,0.0,4
T27852,1,0,0,0,0,0,0.0,1
T27853,5,4,6,4,2,1,0.46,36
T27854,0,1,0,0,0,0,0.0,15
T27855,0,0,0,0,0,0,0.0,2
T27856,0,0,0,0,0,0,0.0,3
T27857,20,5,17,3,4,1,0.67,80
T27858,11,2,8,4,1,1,0.49,42
T27859,15,1,6,3,4,0,0.71,69
T27860,9,2,5,0,0,1,0.47,36
T27861,8,4,10,5,1,2,0.61,60
T27862,10,3,5,0,2,0,0.47,37
T27863,0,0,0,0,0,0,0.0,3
T27864,0,0,0,0,0,0,0.0,2
T27865,0,0,0,0,0,0,0.0,2
T27866,9,2,6,2,2,1,0.53,48
T27867,0,0,0,0,0,0,0.0,1
T27868,6,4,6,5,0,1,0.52,47
T27869,17,2,12,7,1,3,0.66,70
T27870,12,3,9,4,2,1,0.6,55
T27871,11,1,18,7,2,1,0.81,76
T27872,16,4,17,6,2,0,0.8,81
T27873,2,0,0,0,0,0,0.0,2
T27874,8,3,6,0,2,0,0.44,36
T27875,0,1,0,0,0,0,0.0,18
T27876,13,5,8,2,3,1,0.65,63
T27877,0,1,0,0,0,0,0.0,11
T27878,0,1,0,0,0,0,0.0,15
T27879,0,0,0,0,0,0,0.0,10
T27880,0,0,0,0,0,0,0.0,1
T27881,0,0,0,0,0,0,0.0,5
T27882,11,1,15,6,1,2,0.79,75
T27883,8,1,3,4,0,0,0.33,22
T27884,18,4,15,2,2,2,0.93,99
T27885,0,0,0,0,0,0,0.0,1
T27886,11,2,8,2,0,1,0.53,56
T27887,12,8,13,5,4,3,0.84,85
T27888,23,4,20,8,4,4,0.85,96
T27889,22,3,12,6,7,0,0.8,85
T27890,0,0,0,0,0,0,0.0,2
T27891,0,0,0,0,0,0,0.0,1
T27892,1,1,0,0,0,0,0.0,14
T27893,0,0,0,0,0,0,0.0,11
T27894,7,3,10,2,1,1,0.68,59
T27895,0,1,0,0,0,0,0.0,7
T27896,0,0,0,0,0,0,0.0,2
T27897,0,0,0,0,0,0,0.0,5
T27898,0,0,0,0,0,0,0.0,1
T27899,6,2,2,2,0,1,0.47,22
T27900,13,1,13,1,3,2,0.8,80
T27901,0,0,0,0,0,0,0.0,1
T27902,0,0,0,0,0,0,0.0,1
T27903,1,1,0,0,0,0,0.0,5
T27904,0,0,0,0,0,0,0.0,4
T27905,0,1,0,0,0,0,0.0,4
T27906,0,0,0,0,0,0,0.0,4
T27907,0,0,0,0,0,0,0.0,3
T27908,0,0,0,0,0,0,0.0,3
T27909,0,0,0,0,0,0,0.0,3
T27910,5,4,7,4,5,0,0.54,46
T27911,0,0,0,0,0,0,0.0,2
T27912,11,5,5,8,0,1,0.7,59
T27913,0,0,0,0,0,0,0.0,7
T27914,0,1,0,0,0,0,0.0,1
T27915,9,3,8,4,1,1,0.5,49
T27916,0,0,0,0,0,0,0.0,3
T27917,4,4,6,2,1,0,0.52,34
T27918,0,0,0,0,0,0,0.0,6
T27919,0,0,0,0,0,0,0.0,5
T27920,0,1,0,0,0,0,0.0,2
T27921,14,3,3,3,0,0,0.43,34
T27922,6,1,4,0,1,1,0.35,27
T27923,8,3,10,1,1,2,0.53,46
T27924,16,2,14,2,0,1,0.58,54
T27925,10,2,6,2,1,1,0.47,40
T27926,0,0,0,0,0,0,0.0,13
T27927,4,1,3,1,1,0,0.37,25
T27928,0,0,0,0,0,0,0.0,5
T27929,1,1,0,0,0,0,0.0,4
T27930,15,4,10,5,0,2,0.68,72
T27931,0,0,0,0,0,0,0.0,12
T27932,11,2,4,1,0,1,0.57,49
T27933,0,1,0,0,0,0,0.0,13
T27934,5,4,9,1,1,0,0.54,45
T27935,15,1,6,5,3,0,0.49,45
T27936,17,5,26,8,1,1,1.0,100
T27937,1,0,0,0,0,0,0.0,2
T27938,0,0,0,0,0,0,0.0,1
T27939,18,5,10,4,3,1,0.68,72
T27940,9,1,9,1,1,0,0.44,42
T27941,1,0,0,0,0,0,0.0,1
T27942,0,0,0,0,0,0,0.0,5
T27943,16,3,20,8,4,2,0.8,91
T27944,16,2,15,3,4,2,0.69,73
T27945,8,1,6,1,0,1,0.29,22
T27946,8,2,6,7,2,0,0.61,48
T27947,0,0,0,0,0,0,0.0,5
T27948,2,0,0,0,0,0,0.0,5
T27949,6,2,9,3,1,1,0.31,34
T27950,5,1,5,1,0,0,0.25,13
T27951,0,1,0,0,0,0,0.0,7
T27952,1,0,0,0,0,0,0.0,1
T27953,1,0,0,0,0,0,0.0,1
T27954,0,0,0,0,0,0,0.0,1
T27955,0,0,0,0,0,0,0.0,6
T27956,0,0,0,0,0,0,0.0,7
T27957,2,1,0,0,0,0,0.0,1
T27958,0,1,0,0,0,0,0.0,4
T27959,1,1,0,0,0,0,0.0,10
T27960,26,6,16,9,5,1,0.88,100
T27961,12,4,8,5,1,0,0.54,57
T27962,0,0,0,0,0,0,0.0,8
T27963,17,2,12,4,2,0,0.67,69
T27964,0,0,0,0,0,0,0.0,1
T27965,1,1,0,0,0,0,0.0,22
T27966,0,0,0,0,0,0,0.0,4
T27967,0,0,0,0,0,0,0.0,2
T27968,4,4,13,2,0,3,0.41,34
T27969,0,0,0,0,0,0,0.0,4
T27970,14,8,12,6,3,2,0.7,71
T27971,2,1,1,3,1,1,0.35,20
T27972,13,3,12,1,2,2,0.55,48
T27973,0,0,0,0,0,0,0.0,4
T27974,0,0,0,0,0,0,0.0,1
T27975,1,0,0,0,0,0,0.0,1
T27976,8,1,2,2,0,0,0.46,30
T27977,15,5,13,7,0,1,0.74,79
T27978,0,0,0,0,0,0,0.0,3
T27979,16,5,18,3,0,0,0.77,87
T27980,1,0,0,0,0,0,0.0,1
T27981,1,1,0,0,0,0,0.0,13
T27982,0,0,0,0,0,0,0.0,1
T27983,8,3,11,0,0,0,0.52,39
T27984,19,4,12,5,5,1,0.9,94
T27985,1,1,0,0,0,0,0.0,3
T27986,13,5,24,10,1,1,0.74,90
T27987,9,4,11,3,1,0,0.64,55
T27988,1,0,0,0,0,0,0.0,2
T27989,0,0,0,0,0,0,0.0,23
T27990,25,5,17,5,2,3,0.83,96
T27991,0,0,0,0,0,0,0.0,3
T27992,12,2,16,6,1,0,0.82,90
T27993,0,0,0,0,0,0,0.0,4
T27994,0,0,0,0,0,0,0.0,8
T27995,0,0,0,0,0,0,0.0,1
T27996,0,0,0,0,0,0,0.0,4
T27997,12,4,15,5,0,0,0.74,82
T27998,0,1,0,0,0,0,0.0,7
T27999,5,1,6,1,0,0,0.39,18
T28000,14,6,13,5,2,2,0.66,67
T28001,1,0,0,0,0,0,0.0,3
T28002,1,1,0,0,0,0,0.0,9
T28003,0,0,0,0,0,0,0.0,6
T28004,1,1,0,0,0,0,0.0,19
T28005,0,1,0,0,0,0,0.0,1
T28006,13,3,11,10,4,0,0.79,78
T28007,6,3,5,1,1,1,0.35,24
T28008,2,1,0,0,0,0,0.0,24
T28009,0,0,0,0,0,0,0.0,4
T28010,1,0,0,0,0,0,0.0,1
T28011,1,0,0,0,0,0,0.0,1
T28012,0,0,0,0,0,0,0.0,5
T28013,5,2,3,3,0,0,0.47,23
T28014,8,4,10,2,2,3,0.69,56
T28015,1,1,0,0,0,0,0.0,15
T28016,5,1,8,3,3,0,0.5,34
T28017,0,0,0,0,0,0,0.0,2
T28018,13,2,4,2,2,1,0.45,43
T28019,1,1,0,0,0,0,0.0,5
T28020,0,0,0,0,0,0,0.0,12
T28021,0,0,0,0,0,0,0.0,1
T28022,16,5,15,4,0,0,0.73,72
T28023,0,0,0,0,0,0,0.0,2
T28024,0,0,0,0,0,0,0.0,8
T28025,18,5,8,11,1,4,0.84,80
T28026,17,4,16,8,3,0,0.96,89
T28027,13,3,11,6,2,0,0.66,62
T28028,0,0,0,0,0,0,0.0,1
T28029,0,0,0,0,0,0,0.0,11
T28030,0,0,0,0,0,0,0.0,1
T28031,0,0,0,0,0,0,0.0,6
T28032,16,5,19,7,3,0,0.9,98
T28033,0,0,0,0,0,0,0.0,1
T28034,18,5,22,9,3,2,0.89,94
T28035,9,7,8,4,4,2,0.84,80
T28036,1,0,0,0,0,0,0.0,8
T28037,0,0,0,0,0,0,0.0,1
T28038,15,2,13,1,2,2,0.63,64
T28039,0,1,0,0,0,0,0.0,20
T28040,11,4,9,4,4,2,0.55,50
T28041,17,3,23,6,1,2,0.8,86
T28042,0,0,0,0,0,0,0.0,1
T28043,8,2,8,2,1,3,0.76,71
T28044,0,0,0,0,0,0,0.0,1
T28045,0,0,0,0,0,0,0.0,9
T28046,6,2,3,2,1,1,0.34,23
T28047,1,0,0,0,0,0,0.0,1
T28048,0,0,0,0,0,0,0.0,1
T28049,0,0,0,0,0,0,0.0,3
T28050,1,0,0,0,0,0,0.0,7
T28051,5,2,10,2,1,0,0.42,32
T28052,0,0,0,0,0,0,0.0,1
T28053,0,1,0,0,0,0,0.0,12
T28054,7,3,9,3,4,1,0.68,53
T28055,15,2,8,3,1,3,0.64,63
T28056,1,0,0,0,0,0,0.0,6
T28057,3,1,9,3,1,1,0.31,35
T28058,15,5,12,5,3,1,0.77,77
T28059,0,1,0,0,0,0,0.0,9
T28060,2,1,0,0,0,0,0.0,5
T28061,1,1,0,0,0,0,0.0,9
T28062,4,2,6,1,2,2,0.48,39
T28063,17,6,14,4,2,3,0.74,79
T28064,6,1,5,3,2,0,0.45,32
T28065,1,0,0,0,0,0,0.0,1
T28066,0,1,0,0,0,0,0.0,12
T28067,10,2,14,2,2,1,0.72,68
T28068,1,1,0,0,0,0,0.0,11
T28069,10,5,4,3,1,0,0.54,48
T28070,0,0,0,0,0,0,0.0,1
T28071,7,3,8,4,1,2,0.41,31
T28072,0,0,0,0,0,0,0.0,1
T28073,0,1,0,0,0,0,0.0,19
T28074,13,2,13,9,2,4,0.82,89
T28075,13,3,12,6,1,5,0.74,76
T28076,15,6,14,9,7,1,0.89,88
T28077,0,1,0,0,0,0,0.0,16
T28078,0,0,0,0,0,0,0.0,8
T28079,9,1,3,0,0,1,0.33,23
T28080,0,0,0,0,0,0,0.0,4
T28081,15,4,12,8,1,0,0.74,83
T28082,0,0,0,0,0,0,0.0,7
T28083,0,0,0,0,0,0,0.0,1
T28084,0,0,0,0,0,0,0.0,3
T28085,11,2,4,1,1,0,0.34,32
T28086,7,3,11,3,3,0,0.53,43
T28087,0,1,0,0,0,0,0.0,12
T28088,11,3,9,2,3,0,0.6,65
T28089,11,4,9,4,1,0,0.68,65
T28090,11,1,5,2,1,3,0.46,42
T28091,3,6,4,4,1,1,0.54,37
T28092,0,0,0,0,0,0,0.0,1
T28093,12,2,5,3,0,1,0.39,47
T28094,1,1,0,0,0,0,0.0,25
T28095,0,0,0,0,0,0,0.0,1
T28096,1,0,0,0,0,0,0.0,9
T28097,26,8,10,5,2,2,0.89,100
T28098,0,0,0,0,0,0,0.0,3
T28099,1,1,0,0,0,0,0.0,14
T28100,0,1,0,0,0,0,0.0,15
T28101,19,6,21,2,1,2,0.77,97
T28102,9,4,11,2,1,0,0.56,59
T28103,0,0,0,0,0,0,0.0,2
T28104,1,0,0,0,0,0,0.0,6
T28105,17,2,10,7,1,1,0.82,90
T28106,21,3,13,6,2,0,0.74,90
T28107,0,0,0,0,0,0,0.0,1
T28108,12,4,12,8,5,3,0.76,82
T28109,0,0,0,0,0,0,0.0,8
T28110,4,5,9,1,2,0,0.53,47
T28111,0,0,0,0,0,0,0.0,1
T28112,1,0,0,0,0,0,0.0,4
T28113,15,6,13,1,3,1,0.69,78
T28114,10,2,7,3,3,2,0.52,47
T28115,13,3,14,3,1,0,0.67,74
T28116,0,0,0,0,0,0,0.0,2
T28117,13,2,9,4,3,2,0.71,69
T28118,1,0,0,0,0,0,0.0,6
T28119,9,3,5,6,0,0,0.62,52
T28120,9,6,9,0,1,1,0.48,42
T28121,0,0,0,0,0,0,0.0,1
T28122,5,1,2,1,0,1,0.28,14
T28123,11,3,15,4,2,1,0.87,96
T28124,9,2,7,1,2,0,0.38,52
T28125,13,8,10,4,0,4,0.69,65
T28126,16,4,10,4,4,3,0.53,66
T28127,0,0,0,0,0,0,0.0,4
T28128,0,0,0,0,0,0,0.0,8
T28129,1,0,0,0,0,0,0.0,1
T28130,11,1,8,3,0,1,0.37,40
T28131,0,0,0,0,0,0,0.0,1
T28132,0,0,0,0,0,0,0.0,3
T28133,17,4,13,6,3,2,0.85,95
T28134,0,0,0,0,0,0,0.0,2
T28135,3,4,3,2,0,1,0.35,17
T28136,0,0,0,0,0,0,0.0,13
T28137,0,0,0,0,0,0,0.0,9
T28138,14,3,4,4,1,0,0.43,40
T28139,0,0,0,0,0,0,0.0,6
T28140,0,0,0,0,0,0,0.0,2
T28141,1,0,0,0,0,0,0.0,4
T28142,0,0,0,0,0,0,0.0,1
T28143,20,4,15,2,4,1,0.61,80
T28144,15,4,8,5,1,3,0.77,72
T28145,0,0,0,0,0,0,0.0,1
T28146,8,4,12,3,2,3,0.56,57
T28147,0,0,0,0,0,0,0.0,1
T28148,0,0,0,0,0,0,0.0,6
T28149,10,1,1,0,0,0,0.26,27
T28150,0,0,0,0,0,0,0.0,1
T28151,0,0,0,0,0,0,0.0,1
T28152,0,0,0,0,0,0,0.0,4
T28153,1,1,0,0,0,0,0.0,4
T28154,0,1,0,0,0,0,0.0,5
T28155,0,0,0,0,0,0,0.0,5
T28156,1,0,0,0,0,0,0.0,5
T28157,0,0,0,0,0,0,0.0,1
T28158,12,6,11,3,1,3,0.57,49
T28159,15,3,9,4,3,3,0.71,81
T28160,0,1,0,0,0,0,0.0,8
T28161,0,0,0,0,0,0,0.0,3
T28162,0,0,0,0,0,0,0.0,1
T28163,0,1,0,0,0,0,0.0,10
T28164,1,0,0,0,0,0,0.0,2
T28165,0,0,0,0,0,0,0.0,6
T28166,0,0,0,0,0,0,0.0,1
T28167,0,0,0,0,0,0,0.0,1
T28168,0,0,0,0,0,0,0.0,1
T28169,0,0,0,0,0,0,0.0,6
T28170,9,2,7,4,0,1,0.59,45
T28171,22,3,8,8,2,0,0.78,82
T28172,0,0,0,0,0,0,0.0,5
T28173,0,0,0,0,0,0,0.0,1
T28174,9,2,7,5,1,2,0.43,27
T28175,20,6,13,5,4,1,0.76,76
T28176,8,2,7,4,3,1,0.56,53
T28177,0,0,0,0,0,0,0.0,3
T28178,0,0,0,0,0,0,0.0,1
T28179,10,2,13,5,4,1,0.59,56
T28180,0,0,0,0,0,0,0.0,3
T28181,11,3,5,7,1,1,0.58,59
T28182,0,0,0,0,0,0,0.0,2
T28183,13,2,7,5,1,2,0.72,71
T28184,9,4,15,5,1,5,0.71,61
T28185,4,1,3,3,1,0,0.35,21
T28186,1,0,0,0,0,0,0.0,10
T28187,15,2,6,2,1,0,0.65,55
T28188,19,6,14,5,4,1,0.78,81
T28189,0,0,0,0,0,0,0.0,1
T28190,1,0,0,0,0,0,0.0,7
T28191,0,0,0,0,0,0,0.0,1
T28192,4,1,3,3,0,1,0.36,31
T28193,6,1,13,5,0,1,0.59,49
T28194,0,1,0,0,0,0,0.0,6
T28195,18,5,17,5,5,1,0.93,100
T28196,0,0,0,0,0,0,0.0,1
T28197,8,1,4,5,2,0,0.41,29
T28198,2,0,0,0,0,0,0.0,1
T28199,7,5,8,6,2,2,0.64,50
T28200,14,2,12,5,1,1,0.48,58
T28201,12,5,10,5,1,0,0.83,83
T28202,0,0,0,0,0,0,0.0,3
T28203,14,3,12,10,0,2,0.66,68
T28204,0,0,0,0,0,0,0.0,1
T28205,1,1,0,0,0,0,0.0,20
T28206,1,0,0,0,0,0,0.0,2
T28207,16,6,8,3,1,0,0.59,65
T28208,1,0,0,0,0,0,0.0,1
T28209,0,0,0,0,0,0,0.0,4
T28210,0,1,0,0,0,0,0.0,22
T28211,5,1,3,5,4,1,0.43,43
T28212,0,0,0,0,0,0,0.0,2
T28213,14,8,11,3,0,2,0.64,69
T28214,0,0,0,0,0,0,0.0,7
T28215,5,3,6,7,3,0,0.49,47
